Ligand#,index_Rh,index_donor_max,index_donor_min,element_Rh,element_donor_max,element_donor_min,distance_pi_bond_1,distance_pi_bond_1_element_1,distance_pi_bond_1_element_2,distance_pi_bond_1_element_1_idx,distance_pi_bond_1_element_2_idx,distance_pi_bond_2,distance_pi_bond_2_element_1,distance_pi_bond_2_element_2,distance_pi_bond_2_element_1_idx,distance_pi_bond_2_element_2_idx,dihedral_angle_1,dihedral_angle_1_element_1,dihedral_angle_1_element_2,dihedral_angle_1_element_3,dihedral_angle_1_element_4,dihedral_angle_1_index_1,dihedral_angle_1_index_2,dihedral_angle_1_index_3,dihedral_angle_1_index_4,dihedral_angle_2,dihedral_angle_2_element_1,dihedral_angle_2_element_2,dihedral_angle_2_element_3,dihedral_angle_2_element_4,dihedral_angle_2_index_1,dihedral_angle_2_index_2,dihedral_angle_2_index_3,dihedral_angle_2_index_4,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,optimization_success_dft,wall_time_dft,cpu_time_dft,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,orbital_occupation_min_donor_Rh_dft,anti_orbital_occupation_min_donor_Rh_dft,orbital_occupation_max_donor_Rh_dft,anti_orbital_occupation_max_donor_Rh_dft,orbital_occupation_min_donor_other_atom_1_dft,orbital_occupation_min_donor_other_atom_1_element_dft,orbital_occupation_min_donor_other_atom_1_index_dft,orbital_occupation_min_donor_other_atom_2_dft,orbital_occupation_min_donor_other_atom_2_element_dft,orbital_occupation_min_donor_other_atom_2_index_dft,orbital_occupation_min_donor_other_atom_3_dft,orbital_occupation_min_donor_other_atom_3_element_dft,orbital_occupation_min_donor_other_atom_3_index_dft,anti_orbital_occupation_min_donor_other_atom_1_dft,anti_orbital_occupation_min_donor_other_atom_1_element_dft,anti_orbital_occupation_min_donor_other_atom_1_index_dft,anti_orbital_occupation_min_donor_other_atom_2_dft,anti_orbital_occupation_min_donor_other_atom_2_element_dft,anti_orbital_occupation_min_donor_other_atom_2_index_dft,anti_orbital_occupation_min_donor_other_atom_3_dft,anti_orbital_occupation_min_donor_other_atom_3_element_dft,anti_orbital_occupation_min_donor_other_atom_3_index_dft,orbital_occupation_max_donor_other_atom_1_dft,orbital_occupation_max_donor_other_atom_1_element_dft,orbital_occupation_max_donor_other_atom_1_index_dft,orbital_occupation_max_donor_other_atom_2_dft,orbital_occupation_max_donor_other_atom_2_element_dft,orbital_occupation_max_donor_other_atom_2_index_dft,orbital_occupation_max_donor_other_atom_3_dft,orbital_occupation_max_donor_other_atom_3_element_dft,orbital_occupation_max_donor_other_atom_3_index_dft,anti_orbital_occupation_max_donor_other_atom_1_dft,anti_orbital_occupation_max_donor_other_atom_1_element_dft,anti_orbital_occupation_max_donor_other_atom_1_index_dft,anti_orbital_occupation_max_donor_other_atom_2_dft,anti_orbital_occupation_max_donor_other_atom_2_element_dft,anti_orbital_occupation_max_donor_other_atom_2_index_dft,anti_orbital_occupation_max_donor_other_atom_3_dft,anti_orbital_occupation_max_donor_other_atom_3_element_dft,anti_orbital_occupation_max_donor_other_atom_3_index_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft
L95,40,8,22,Rh,P,P,1.3896742,C,C,96,93,1.387734431,C,C,95,92,-9.345006997,P,Rh,C,H,22,40,87,91,-2.819436689,P,Rh,C,H,8,40,87,90,0.360266533,0.34378896,0.405480949,0.372372099,0.207806994,0.203247127,0.083341398,0.099588416,0.512726072,0.484330792,0.6614028,0.711373482,92.17610455,226.9116758,2.327368356,2.318146293,0.513924478,0.888254752,0.890630824,0.517453138,0.502613446,0.447360425,0.370509868,49.16022052,59.67759921,58.21748883,938.3140958,3.038708914,0.731130396,4.881928439,3.432235636,0.357598283,-3.038708914,0.393526722,0.079344593,TRUE,1.276722222,37.49483333,-2497.908007,-2497.765629,0.865762,0.000477538,1.88945,0.33334,1.8873,0.34181,1.9587,C,20,1.95024,C,23,1.95375,C,31,0.06377,C,20,0.06971,C,23,0.05435,C,31,1.95273,C,6,1.95197,C,9,1.95536,C,17,0.06037,C,6,0.06154,C,9,0.06509,C,17,5.366629603,1.13577,1.12764,-4.406111686,-0.28954,1.09753,1.10578,-0.496938,0.317408,0.34497,-8.494578071,-4.258309646,4.236268425,2.118134212,0.472113615,6.376443859,9.597842301
L96,52,7,17,Rh,P,P,1.390281739,C,C,144,141,1.388255243,C,C,143,140,-18.92089336,P,Rh,C,H,17,52,135,138,-2.010228175,P,Rh,C,H,7,52,135,139,0.467090395,0.35436603,0.480101103,0.486832742,0.333456676,0.249528928,0.202564,0.163187467,0.600724114,0.459203133,0.771101484,0.797014738,89.51926838,249.6049796,2.325733612,2.298805695,0.531459653,0.903419679,0.889611675,0.54283952,0.54711496,0.507337067,0.447116069,52.37111154,73.86915331,61.00586341,1123.783636,2.958668305,0.602519579,4.885100516,3.343426365,0.345657544,-2.958668305,0.38475806,0.082575798,TRUE,2.37125,73.38205556,-3125.264311,-3125.081735,1.322946,0.000612363,1.89064,0.33381,1.88149,0.34331,1.95314,C,16,1.95444,C,20,1.9575,C,21,0.06196,C,16,0.06589,C,20,0.04085,C,21,1.95468,C,3,1.95688,C,13,1.95607,C,14,0.0613,C,3,0.04399,C,13,0.0595,C,14,2.373325707,1.12277,1.12894,-6.389096413,-0.30174,1.11386,1.0957,-0.666476,0.334535,0.331266,-8.427093836,-4.157083294,4.270010542,2.135005271,0.468382919,6.292088565,9.271728517
L97,38,2,1,Rh,P,P,1.397306867,C,C,106,103,1.388733129,C,C,105,102,6.692265082,P,Rh,C,H,1,38,97,101,13.97868492,P,Rh,C,H,2,38,97,100,0.466299107,0.446793007,0.397864092,0.361077745,0.156191116,0.115380017,0.024643778,0.202273672,0.776407098,0.778205997,0.697511713,0.593454512,100.2505046,228.0934217,2.362710004,2.383528804,0.544394102,0.911118617,0.926801854,0.550082242,0.541712655,0.499685927,0.41795583,56.81052378,62.17480116,73.50241328,885.4742764,3.091269908,1.735816186,4.902083687,3.499228182,0.351874587,-3.091269908,0.407958274,0.069127235,TRUE,1.5885,49.22530556,-4028.587751,-4028.459346,0.949653,0.000430672,,,1.95711,0.5446,1.95049,C,14,1.95252,C,75,1.95183,C,86,0.06334,C,14,0.04912,C,75,0.04232,C,86,1.95361,C,15,1.96277,C,39,1.96649,C,57,0.06612,C,15,0.04693,C,39,0.05805,C,57,20.42223434,1.15287,1.14072,-5.517173256,-0.22178,1.06079,1.09588,-0.514625,0.380843,0.363689,-8.12205421,-4.141028577,3.981025633,1.990512816,0.5023831,6.131541393,9.443747246
L98,39,13,26,Rh,P,P,1.390338379,C,C,82,79,1.389786945,C,C,81,78,-2.679474481,P,Rh,C,H,13,39,73,77,10.41628495,P,Rh,C,H,26,39,73,76,0.339092467,0.332184353,0.309769274,0.302374433,0.056306678,0.086090981,0.045957316,0.019070607,0.621878256,0.578277725,0.55879155,0.600467941,85.8941956,206.9730908,2.334330138,2.323832141,0.471656029,0.867813548,0.859794307,0.472821364,0.446020308,0.393514445,0.320816706,49.24732249,59.06423298,56.03595637,893.8160663,3.398424129,0.492176609,5.260480168,4.007443575,0.194539278,-3.398424129,0.609019446,0.079558312,TRUE,0.773527778,23.84402778,-2468.769981,-2468.649764,0.724663,0.00040321,1.88556,0.33869,1.88343,0.3366,1.96119,C,2,1.95639,C,27,1.95253,C,33,0.0585,C,2,0.05661,C,27,0.06589,C,33,1.96151,C,3,1.95465,C,14,1.95551,C,20,0.06184,C,3,0.06052,C,14,0.06092,C,20,11.84334124,1.10971,1.11946,-3.915814457,-0.28207,1.13251,1.11864,-0.50653,0.406643,0.368658,-8.68669045,-4.496409266,4.190281184,2.095140592,0.477294939,6.591549858,10.36888161
L99,1,2,3,Rh,P,N,1.387936097,C,C,62,59,1.402989133,C,C,61,58,3.793605824,N,Rh,C,H,3,1,53,56,2.670471957,P,Rh,C,H,2,1,53,57,0.339149394,0.170821402,0.179591035,0.376607481,0.098216471,0.002607265,0.034771124,0.00200953,0.580082317,0.33903554,0.718443838,0.357172541,91.19921845,199.9826789,2.310249371,2.145372046,0.452263092,0.903099376,0.627824497,0.440021569,0.398999953,0.336220464,0.26657435,45.61916362,61.9210938,34.84169892,663.5136608,3.132376276,1.720939361,4.698047968,3.471777825,0.487353581,-3.132376276,0.339401549,0.069693142,TRUE,0.348611111,10.64386111,-2967.35539,-2967.263038,0.556422,0.00030975,,,1.95362,0.48332,1.98288,H,46,1.97961,H,47,,,,0.00834,H,46,0.00907,H,47,,,,1.96326,C,10,1.94778,C,15,1.95728,C,21,0.05446,C,10,0.0758,C,15,0.0574,C,21,62.47333464,1.37547,1.10066,-3.055538095,-0.03205,-0.80057,1.14018,-0.459476,-0.559364,0.429672,-8.90084405,-4.344569737,4.556274313,2.278137156,0.438955134,6.622706893,9.626340204
L100,38,2,1,Rh,P,P,1.3962831,C,C,96,93,1.391387926,C,C,95,92,11.11702777,P,Rh,C,H,1,38,87,91,12.90249444,P,Rh,C,H,2,38,87,90,0.382109494,0.45670403,0.399956166,0.306248328,0.090223895,0.115459715,0.095853993,0.206873388,0.673995093,0.797948344,0.516642662,0.593038944,99.74018706,236.6266597,2.430298256,2.398193134,0.578951966,0.94910082,0.931920891,0.587870865,0.569406121,0.495387546,0.386242407,57.54671706,65.97752904,70.04159159,806.8444053,3.193501554,1.449158417,4.921913276,3.622080971,0.352666141,-3.193501554,0.428579417,0.065677207,TRUE,1.637,49.23044444,-3798.034202,-3797.911859,0.859027,0.00041034,1.92702,0.43123,,,1.94428,C,14,1.95067,C,65,1.95479,C,76,0.07096,C,14,0.07184,C,65,0.06081,C,76,1.94121,C,15,1.93347,C,39,1.93531,C,52,0.06482,C,15,0.06469,C,39,0.06654,C,52,20.01137429,1.15428,1.20071,-5.071767659,-0.21053,1.04821,1.01927,-0.606966,0.333716,0.343488,-8.127224373,-4.213682975,3.913541398,1.956770699,0.511046082,6.170453674,9.728911661
L101,38,2,1,Rh,P,P,1.406406577,C,C,100,97,1.397870055,C,C,99,96,16.67940666,P,Rh,C,H,1,38,91,95,14.25532297,P,Rh,C,H,2,38,91,94,0.408771341,0.398826161,0.359833886,0.311118448,0.099127306,0.097681356,0.094669908,0.104188133,0.718415375,0.699970967,0.527566989,0.61547964,105.3794939,248.2388423,2.520966139,2.590906131,0.547800969,0.935846068,0.954621692,0.565979765,0.5584734,0.487650234,0.369720715,54.36353893,60.63195394,85.21554577,752.4335648,3.191398718,0.974738368,4.645355751,3.521016164,0.530261694,-3.191398718,0.329617445,0.065818466,TRUE,1.104333333,34.07191667,-3650.548773,-3650.428492,0.923383,0.000403424,,,,,1.95913,C,14,1.9474,C,65,1.94161,C,78,0.04083,C,14,0.05449,C,65,0.0598,C,78,1.95284,C,15,1.94212,C,39,1.94458,C,52,0.04759,C,15,0.05376,C,39,0.06588,C,52,20.71740285,1.2435,1.2261,-5.035669716,-0.08586,0.93225,0.97552,-0.360915,0.371059,0.350192,-8.181647143,-4.193818664,3.987828479,1.99391424,0.501526084,6.187732903,9.601224999
L102,64,34,35,Rh,P,P,1.394454216,C,C,74,71,1.387383001,C,C,73,70,-1.578656914,P,Rh,C,H,34,64,65,68,0.414748116,P,Rh,C,H,35,64,65,69,0.273261871,0.292247087,0.317665075,0.332597075,0.044425975,0.042854784,0.048558888,0.067111458,0.502097767,0.541639389,0.616635262,0.568218691,96.91713601,224.5123423,2.317267282,2.358905466,0.501519987,0.883770499,0.885465198,0.505357365,0.484528239,0.409062769,0.303901505,47.10237489,49.32492831,54.93964266,684.6122752,3.235646197,0.371127705,4.599497874,3.556388647,0.567244576,-3.235646197,0.32074245,0.067829387,TRUE,0.480777778,14.70002778,-3260.879121,-3260.775903,0.684001,0.000346195,1.89431,0.33548,1.90322,0.33932,1.96434,C,14,1.95,C,20,1.95497,C,21,0.0595,C,14,0.04775,C,20,0.03874,C,21,1.9613,C,1,1.95054,C,27,1.95169,C,28,0.05456,C,1,0.06666,C,27,0.04846,C,28,31.06380736,1.18715,1.1724,-3.479329419,-0.28411,1.04695,1.08181,-0.554578,0.315475,0.300575,-8.943565924,-4.724440672,4.219125252,2.109562626,0.47403191,6.834003298,11.0694986
L103,38,2,1,Rh,P,P,1.398511334,C,C,108,105,1.40110814,C,C,107,104,-11.32135909,P,Rh,C,H,1,38,99,102,-5.984019758,P,Rh,C,H,2,38,99,103,0.416157643,0.480434127,0.38177647,0.308448563,0.108952938,0.166893427,0.09348013,0.078958005,0.723362347,0.793974827,0.523416997,0.684594935,102.620367,245.3672526,2.479782921,2.518071995,0.560339406,0.950102497,0.933347698,0.576512166,0.568728123,0.501163318,0.396596751,57.19039343,65.21883784,0,825.7330294,3.110946504,1.086550669,4.622583372,3.423518518,0.535988642,-3.110946504,0.312572014,0.068679572,TRUE,1.398111111,43.38063889,-3805.102322,-3804.975537,0.999564,0.000425239,1.8653,0.32288,1.88539,0.29037,1.95355,C,14,1.95162,C,65,1.95341,C,82,0.06688,C,14,0.05693,C,65,0.04752,C,82,1.94356,C,15,1.94164,C,39,1.94121,C,52,0.06882,C,15,0.06761,C,39,0.07451,C,52,23.74355699,1.19286,1.2052,-5.350792739,-0.1114,0.98456,0.99697,-0.325172,0.346916,0.309555,-8.256750566,-4.136130528,4.120620038,2.060310019,0.485363849,6.196440547,9.317984937
L104,27,31,4,Rh,P,P,1.385469773,C,C,99,96,1.387806313,C,C,98,95,-11.11422222,P,Rh,C,H,31,27,90,93,-0.440192602,P,Rh,C,H,4,27,90,94,0.253584989,0.423441476,0.203753779,0.401527356,0.017391255,0.181466786,0.059039183,0.006916653,0.489778724,0.665416166,0.74401553,0.400590904,92.31162439,220.3863829,2.274686829,2.277077767,0.49723374,0.865577246,0.840180069,0.49256719,0.458807669,0.393311488,0.320515703,50.64334283,50.75622282,49.43699502,998.6667057,3.589117045,1.746325693,5.877584935,4.632646797,0.011944817,-3.589117045,1.043529752,0.095076065,TRUE,1.135527778,34.83866667,-3167.957904,-3167.821112,0.837343,0.000458803,1.89327,0.32419,1.8935,0.32038,1.97178,N,2,1.95728,O,5,1.96106,O,18,0.09958,N,2,0.18218,O,5,0.15075,O,18,1.97001,N,29,1.95843,O,32,1.95975,O,45,0.10104,N,29,0.19489,O,32,0.12872,O,45,11.01434017,1.09861,1.11132,-4.908449008,-0.42954,1.87729,1.87105,-0.710798,0.98878,0.96718,-8.23089975,-4.731515632,3.499384117,1.749692059,0.571529141,6.481207691,12.00384174
L105,45,21,44,Rh,P,N,1.386304907,C,C,68,65,1.406220685,C,C,67,64,-4.920082951,P,Rh,C,H,21,45,59,63,-7.354363871,N,Rh,C,H,44,45,59,62,0.39751399,0.195038227,0.157133261,0.364214433,0.042792165,0.028059409,0.135150829,0.010713696,0.752235815,0.362017044,0.593278038,0.303552826,94.2918608,219.0461611,2.308860541,2.233657915,0.485603802,0.88743361,0.752480898,0.473069642,0.420697865,0.352045444,0.278516961,45.05087312,60.66579454,0,679.8938659,3.159551633,1.998055764,4.727052848,3.512048165,0.471443683,-3.159551633,0.352496532,0.06797959,TRUE,0.559444444,17.26169444,-3045.744817,-3045.648735,0.613049,0.000322261,,,,0.26123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.552837935,1.26751,1.09776,-3.341333288,-0.00193,-0.54178,1.13979,-0.441546,-0.472267,0.417851,-8.643968575,-4.318718921,4.325249654,2.162624827,0.462401054,6.481343748,9.712229384
L106,55,14,13,Rh,P,P,1.38924565,C,C,115,112,1.388466881,C,C,114,111,9.872780718,P,Rh,C,H,14,55,106,109,2.666961214,P,Rh,C,H,13,55,106,110,0.400929621,0.445290129,0.418898687,0.425875113,0.058566687,0.204135191,0.20601948,0.04841657,0.743292554,0.686445068,0.645730746,0.789380803,92.23234294,225.9759382,2.342028144,2.34009218,0.538285035,0.893193254,0.919219391,0.541365371,0.530220192,0.485969885,0.422766177,55.55429107,56.4873122,57.08750522,1022.223763,3.315792571,0.310333297,5.196604433,3.882471074,0.21607407,-3.315792571,0.566678503,0.070809214,TRUE,2.462555556,75.11036111,-3252.1998,-3252.035538,0.995817,0.000550937,1.8765,0.3477,1.8754,0.33793,1.94916,C,5,1.94974,C,15,1.95085,C,16,0.0674,C,5,0.07045,C,15,0.05714,C,16,1.94775,C,12,1.95216,C,17,1.95137,C,18,0.06618,C,12,0.05643,C,17,0.06802,C,18,0.925179599,1.11924,1.12539,-5.802559615,-0.28988,1.10545,1.11229,-0.548682,0.33753,0.401513,-8.082869815,-4.253683711,3.829186104,1.914593052,0.522304204,6.168276763,9.936220698
L107,20,7,4,Rh,P,N,1.402142997,C,C,50,47,1.385986882,C,C,49,46,1.155183373,P,Rh,C,H,7,20,41,44,-1.857865793,N,Rh,C,H,4,20,41,45,0.27462243,0.082905905,0.156185423,0.291304942,0.014988928,0.003034219,0.043480983,0.009296209,0.534255933,0.162777591,0.5391289,0.303074637,82.59939562,195.1584994,2.306172417,2.143011117,0.403343971,0.820967667,0.672358367,0.388888027,0.339590363,0.270731099,0.201318007,40.81798442,49.47001505,46.33316802,606.6129427,3.217052078,2.482591863,4.463364958,3.496031878,0.661614842,-3.217052078,0.2789798,0.08833866,TRUE,0.153583333,4.741722222,-1435.399211,-1435.318931,0.469466,0.00026926,,,1.94669,0.47732,1.98548,C,5,1.96527,H,26,,,,0.02613,C,5,0.03046,H,26,,,,1.9659,C,6,1.95706,C,8,1.95518,C,14,0.05011,C,6,0.06211,C,8,0.0652,C,14,7.81366496,1.33078,1.13264,-2.187311689,-0.0204,-0.67095,1.09924,-0.35231,-0.510508,0.353493,-9.029826015,-4.506749592,4.523076423,2.261538212,0.44217692,6.768287803,10.12800039
L108,30,17,4,Rh,P,P,1.388204236,C,C,66,63,1.386992089,C,C,65,62,6.500355191,P,Rh,C,H,17,30,57,61,-9.493636415,P,Rh,C,H,4,30,57,60,0.314317756,0.308872671,0.2865686,0.301176116,0.046999083,0.024279444,0.065841982,0.07875876,0.581636429,0.593465898,0.53651025,0.494378441,84.55522413,203.6994718,2.306931234,2.28998091,0.490623835,0.872973351,0.857855013,0.492171498,0.464964839,0.390586875,0.302625624,50.57280131,57.56434266,52.8342276,741.6747867,3.375231805,0.413234791,5.159713834,3.930851601,0.241905962,-3.375231805,0.555619796,0.080950042,TRUE,0.438972222,13.56761111,-2105.75913,-2105.657726,0.589092,0.000340111,1.8841,0.33224,1.88074,0.33444,1.96619,C,3,1.95386,C,5,1.95485,C,11,0.05681,C,3,0.0657,C,5,0.06184,C,11,1.95795,C,2,1.95423,C,18,1.95395,C,24,0.07128,C,2,0.06262,C,18,0.05752,C,24,3.382230993,1.12516,1.13059,-3.255001221,-0.32021,1.11276,1.1053,-0.515072,0.315621,0.356262,-8.811318593,-4.586206836,4.225111757,2.112555878,0.47336026,6.698762715,10.62064733
L109,43,26,5,Rh,P,P,1.390878634,C,C,95,92,1.399518799,C,C,94,91,9.602318713,P,Rh,C,H,5,43,86,90,-0.59189748,P,Rh,C,H,26,43,86,89,0.261173383,0.383945395,0.458548471,0.560966168,0.087457233,0.302784309,0.474841031,0.397630691,0.434889533,0.465106482,0.647091306,0.519466251,99.04677184,279.3917341,2.422754715,2.380620338,0.546048034,0.915148621,0.885832091,0.572613432,0.584852259,0.52382421,0.416299249,50.01119996,57.53918504,50.6940338,828.4329363,3.328052626,1.708168122,5.040593537,3.823074088,0.300427925,-3.328052626,0.495021462,0.08167074,TRUE,1.320916667,40.46338889,-2757.774021,-2757.643367,0.840658,0.000438216,1.91041,0.36568,1.91197,0.34812,1.9484,C,2,1.97304,C,6,1.94214,C,13,0.084,C,2,0.04955,C,6,0.06531,C,13,1.94701,C,23,1.97267,C,27,1.9412,C,34,0.09415,C,23,0.0528,C,27,0.05996,C,34,7.229110353,1.21516,1.2264,-4.74487387,-0.21351,0.97818,0.9512,-0.487863,0.304725,0.242655,-8.664377114,-4.353821608,4.310555506,2.155277753,0.463977322,6.509099361,9.828982467
L110,25,16,5,Rh,P,P,1.387163269,C,C,69,66,1.391351549,C,C,68,65,7.802854217,P,Rh,C,H,5,25,60,64,-5.680252775,P,Rh,C,H,16,25,60,63,0.263903042,0.361086285,0.239062865,0.252526144,0.010434753,0.075280509,0.020453937,0.016821983,0.51737133,0.64689206,0.48459835,0.461303746,73.2840012,213.0608907,2.371925915,2.304979438,0.475016306,0.925217807,0.907135203,0.484827913,0.468094667,0.388128713,0.279150988,50.18494899,57.22962336,60.17681478,642.0225346,3.164066721,0.500480369,4.458014529,3.435270052,0.659188803,-3.164066721,0.271203331,0.086755088,TRUE,0.3385,10.40519444,-1994.385975,-1994.283897,0.640151,0.000342371,1.89616,0.33742,1.89858,0.33148,1.9425,C,2,1.96581,C,6,1.94411,C,9,0.09782,C,2,0.05,C,6,0.04554,C,9,1.96181,C,6,1.94813,C,17,1.94682,C,21,0.06247,C,6,0.06982,C,17,0.06776,C,21,6.241510755,1.16466,1.19021,-3.192047211,-0.28569,1.08111,1.0154,-0.543306,0.321259,0.318291,-8.806420544,-4.658861234,4.147559309,2.073779655,0.482211308,6.732640889,10.92894639
L111,19,13,5,Rh,P,P,1.389661441,C,C,57,54,1.389720168,C,C,56,53,-13.04391357,P,Rh,C,H,13,19,48,51,-12.95340388,P,Rh,C,H,5,19,48,52,0.163844976,0.283807632,0.164308932,0.284971793,0.005755338,0.049481109,0.05061396,0.00573826,0.321934613,0.518134155,0.519329625,0.322879605,84.39146038,225.6516587,2.324602388,2.324188905,0.480257641,0.85258456,0.851874068,0.475428279,0.426305146,0.322473808,0.224233333,46.30619303,56.7710751,55.07279381,573.6325183,3.317565073,0.062315643,4.50519035,3.62033179,0.643576368,-3.317565073,0.302766717,0.08113237,TRUE,0.23,7.018527778,-1688.586219,-1688.499284,0.539086,0.000291581,1.90033,0.33056,1.898,0.33054,1.94141,C,2,1.97701,C,6,1.95838,C,7,0.07789,C,2,0.03299,C,6,0.05976,C,7,1.95743,C,12,1.97867,C,14,1.93799,C,15,0.05891,C,12,0.03493,C,14,0.07956,C,15,6.499817294,1.15514,1.15527,-2.651060124,-0.27854,1.07218,1.07182,-0.511137,0.285713,0.286372,-9.050778781,-4.790836452,4.25994233,2.129971165,0.469489924,6.920807617,11.24371514
L112,28,27,22,Rh,P,P,1.392659828,C,C,98,95,1.395526839,C,C,97,94,-16.88219671,P,Rh,C,H,27,28,89,92,-8.253013391,P,Rh,C,H,22,28,89,93,0.303012017,0.433181717,0.539120361,0.344825034,0.054399617,0.231477317,0.112157939,0.218793941,0.551624417,0.634886117,0.57749213,0.859446782,94.93894091,241.2360632,2.419313824,2.357436216,0.571159849,0.949322121,0.932206252,0.580674694,0.566593611,0.503074969,0.405076055,56.18136041,0,69.92529971,819.7349869,3.405506199,2.910988996,5.244763461,4.00717339,0.202903729,-3.405506199,0.601667191,0.0674496,TRUE,1.319583333,40.93436111,-3874.132057,-3874.009145,0.871858,0.000412249,,0.36164,,0.32794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.248847102,1.11693,1.19492,-5.229571961,-0.2672,1.11128,1.02579,-0.624562,0.374831,0.362876,-8.341650087,-4.206608015,4.135042072,2.067521036,0.483671016,6.274129051,9.519781096
L113,37,4,2,Rh,P,P,1.388822996,C,C,75,72,1.3889695,C,C,74,71,-6.596742839,P,Rh,C,H,2,37,66,69,-5.438586823,P,Rh,C,H,4,37,66,70,0.315638467,0.361063514,0.313745638,0.359566329,0.130260783,0.120230214,0.118004361,0.12874652,0.50101615,0.601896814,0.601128297,0.498744756,83.63819302,236.277172,2.320990311,2.320355119,0.495678811,0.873777022,0.873643077,0.501218112,0.478956435,0.414116286,0.337652209,49.16549668,54.40157531,53.85121727,827.25587,3.738615966,0.556256174,5.636181509,4.608145494,0.079348019,-3.738615966,0.869529528,0.071091983,TRUE,0.676472222,20.90175,-2373.186451,-2373.076653,0.656016,0.000368264,1.88254,0.33969,1.88253,0.3398,1.9662,C,1,1.95154,C,5,1.9542,C,6,0.05628,C,1,0.06995,C,5,0.05725,C,6,1.96618,C,3,1.95149,C,7,1.95421,C,8,0.05623,C,3,0.06994,C,7,0.0573,C,8,4.655340424,1.13816,1.13826,-3.804916414,-0.30101,1.08282,1.08297,-0.505876,0.246089,0.246511,-8.622471581,-4.578043421,4.04442816,2.02221408,0.494507486,6.600257501,10.77121347
L114,1,2,3,Rh,P,N,1.386116829,C,C,68,65,1.405819733,C,C,67,64,0.945880049,N,Rh,C,H,3,1,59,62,4.53362978,P,Rh,C,H,2,1,59,63,0.363875717,0.205518521,0.175227566,0.381830551,0.135999044,0.022167446,0.035141151,0.016947223,0.59175239,0.388869597,0.72851995,0.33350791,91.87795589,215.144944,2.30718593,2.216253866,0.509253867,0.906646012,0.773661713,0.501066818,0.444384441,0.357778131,0.281657919,48.74134072,62.01713725,0,673.4537927,3.129073397,1.870567776,4.712738165,3.472956164,0.477144602,-3.129073397,0.343882766,0.066602309,TRUE,0.444111111,13.71777778,-3045.748309,-3045.651392,0.612462,0.000325061,,,1.95335,0.50817,1.9791,C,51,1.98048,C,55,,,,0.01359,C,51,0.01336,C,55,,,,1.96081,C,10,1.9456,C,15,1.95615,C,21,0.05402,C,10,0.07519,C,15,0.05639,C,21,62.94811858,1.26006,1.09692,-3.396099616,-0.0287,-0.5385,1.13584,-0.543558,-0.465105,0.377777,-8.699207687,-4.259125988,4.440081699,2.220040849,0.450442162,6.479166837,9.454691547
L115,41,21,40,Rh,P,N,1.38542631,C,C,80,77,1.405545079,C,C,79,76,-5.523271467,P,Rh,C,H,21,41,71,75,-6.855243805,N,Rh,C,H,40,41,71,74,0.503845431,0.203349596,0.153524077,0.458047511,0.144373032,0.028953166,0.213926666,0.010485987,0.86331783,0.377746025,0.702168356,0.296562167,93.85964331,235.418475,2.297683895,2.230746897,0.486599655,0.889244782,0.752370248,0.476266216,0.437078222,0.386604835,0.329673153,46.45041826,59.76024117,0,835.9148346,4.337594314,5.465306615,5.862705238,5.416692525,0.062392973,-4.337594314,1.079098211,0.063108051,TRUE,0.996166667,30.37077778,-4391.663605,-4391.52635,0.633199,0.000460356,,,,0.50808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.378625803,1.26807,1.09978,-3.820524718,-0.01111,-0.54115,1.14443,-0.464231,-0.473598,0.430758,-9.008873249,-4.79491816,4.213955089,2.106977544,0.474613506,6.901895704,11.30438348
